set_no,name,price_store,price_new,price_used,rating_value,rating_votes,theme_group,theme,subtheme,main_tag,year,volume,weight,piece_cnt,minifig_cnt
1695-1,Treasure Chest,,57,12,,,Historical,Castle,Crusaders,,1992,,,23,1
1696-1,Pirate Lookout,,50,8,3.6,7,Historical,Pirates,,,1992,,,17,1
1750-1,Promotional Set,,125,,,,Modern day,Town,Special,,1992,,,33,1
1887-1,Scout Patrol Ship,,,14,4,3,Action/Adventure,Space,Blacktron 2,,1992,,,30,1
1888-1,Black Knights Guardshack,,,22,4.7,3,Historical,Castle,Black Knights,,1992,,,49,2
1889-1,Pirates Treasure Hold,,,12,4.5,2,Historical,Pirates,,,1992,,,34,1
1890-1,Octan Racer,,,7,5,2,Modern day,Town,Racing,,1992,,,47,1
1895-1,Sky Patrol,,86,22,,,Modern day,Town,Police,,1992,,,85,2
1896-1,Trauma Team,27.5,,26,4.5,2,Modern day,Town,Emergency,,1992,,,291,5
6009-1,Black Knight,3.25,46,12,4.5,8,Historical,Castle,Black Knights,,1992,,,24,1
6038-1,Wolfpack Renegades,8,86,21,4.5,14,Historical,Castle,Wolfpack,,1992,,,100,2
6057-1,Sea Serpent,16.5,143,43,4.5,14,Historical,Castle,Black Knights,,1992,,,126,5
6075-1,Wolfpack Tower,29.75,215,71,4.1,14,Historical,Castle,Wolfpack,,1992,,,236,4
6086-1,Black Knight's Castle,85,1700,226,4.8,18,Historical,Castle,Black Knights,,1992,,,588,12
6247-1,Bounty Boat,4.75,45,14,4.1,10,Historical,Pirates,Imperial Guards,,1992,,,36,3
6258-1,Smuggler's Shanty,9.25,100,19,4.3,8,Historical,Pirates,,,1992,,,70,3
6261-1,Raft Raiders,13.25,101,25,4.6,8,Historical,Pirates,,,1992,,,81,3
6271-1,Imperial Flagship,50,974,135,4.5,12,Historical,Pirates,Imperial Guards,,1992,,,317,4
6277-1,Imperial Trading Post,85,1498,330,4.7,10,Historical,Pirates,Imperial Guards,,1992,,,608,9
6314-1,City People,7.25,28,14,4,2,Modern day,Town,Accessories,,1992,620.54,,33,6
6346-1,Shuttle Launching Crew,38.5,249,36,4.5,6,Modern day,Town,Flight,,1992,,,408,5
6351-1,Surf N' Sail Camper,19,56,17,5,7,Modern day,Town,Leisure,,1992,,,188,2
6397-1,Gas N' Wash Express,52,180,64,4.7,6,Modern day,Town,Shops and Services,,1992,,,470,3
6401-1,Seaside Cabana,6.75,24,9,3.5,2,Modern day,Town,Paradisa,,1992,,,45,2
6405-1,Sunset Stables,16,45,18,4,2,Modern day,Town,Paradisa,,1992,,,133,2
6411-1,Sand Dollar Café,29.75,110,43,3.7,3,Modern day,Town,Paradisa,,1992,,,168,5
6416-1,Poolside Paradise,38.5,314,61,5,3,Modern day,Town,Paradisa,,1992,,,229,4
6419-1,Rolling Acres Ranch,46,374,54,5,1,Modern day,Town,Paradisa,,1992,,,364,3
6511-1,Rescue Runabout,7,23,4,4,4,Modern day,Town,Fire,,1992,,,38,1
6512-1,Landscape Loader,3.25,20,3,3.8,4,Modern day,Town,Construction,,1992,303.525,,37,1
6533-1,Police 4 x 4,4.75,28,5,3.5,4,Modern day,Town,Police,,1992,,,62,1
6534-1,Beach Bandit,4.75,21,4,4.5,4,Modern day,Town,Leisure,,1992,,,44,1
6551-1,Checkered Flag 500,26.5,70,20,5,2,Modern day,Town,Racing,,1992,,,193,6
6594-1,Gas Transit,13.25,58,14,4.8,5,Modern day,Town,Vehicles,,1992,,,124,1
6648-1,Mag Racer,7.25,16,5,5,2,Modern day,Town,Racing,,1992,,,62,1
6662-1,Backhoe,7.25,67,11,5,2,Modern day,Town,Construction,,1992,,,85,1
6668-1,Recycle Truck,9.25,117,10,5,4,Modern day,Town,Maintenance,,1992,,,109,1
6897-1,Rebel Hunter,21,110,30,4.4,15,Action/Adventure,Space,Space Police 2,,1992,,,140,2
6957-1,Solar Snooper,36,199,71,4.7,6,Action/Adventure,Space,Space Police 2,,1992,,,255,3
6984-1,Galactic Mediator,60,429,140,4.4,10,Action/Adventure,Space,Space Police 2,,1992,,,406,3
8826-1,ATX Sport Cycle,10,27,6,2.3,3,Technical,Technic,,,1992,,,95,0
8828-1,Front End Loader,21,43,22,4.8,4,Technical,Technic,,,1992,,,175,0
8836-1,Sky Ranger,29.75,55,21,3.7,3,Technical,Technic,,,1992,,,273,0
8837-1,Pneumatic Excavator,47,143,38,4,2,Technical,Technic,,,1992,,,257,0
8839-1,Supply Ship,59.5,295,80,5,1,Technical,Technic,,,1992,,,532,0
8868-1,Air Tech Claw Rig,139,455,126,4.9,13,Technical,Technic,,,1992,,,954,0
1547-1,Black Knights Boat,4.25,40,22,3.8,4,Historical,Castle,Black Knights,,1993,,,58,2
1596-1,Ghostly Hideout,4.25,40,22,4.6,8,Historical,Castle,Wolfpack,,1993,,,37,2
1624-1,King's Archer,,30,13,3.6,5,Historical,Castle,Black Knights,,1993,,,22,1
1687-1,Midnight Transport,,117,41,4.5,2,Modern day,Town,Flight,,1993,,,262,3
1916-1,Starion Patrol,2,39,12,4.2,5,Action/Adventure,Space,Space Police 2,,1993,,,23,1
1917-1,King's Catapult,,32,10,2.8,5,Historical,Castle,Black Knights,,1993,,,22,1
1958-1,Windsurfer,,,8,4.7,3,Modern day,Town,Leisure,,1993,,,21,1
1959-1,Ultra-Light,,20,15,,,Modern day,Town,Leisure,,1993,,,30,1
1969-1,Mini Robot,,20,12,4.5,2,Action/Adventure,Space,Space Police 2,,1993,,,38,1
1970-1,Pirates Gun Cart,,13,10,5,1,Historical,Pirates,,,1993,,,31,2
1971-1,Battering Ram,,22,14,4,2,Historical,Castle,Black Knights,,1993,,,36,1
1990-1,Octan F1 Race Car,,,4,5,1,Modern day,Town,Racing,,1993,,,35,1
1991-1,Racing Pick-Up Truck,,15,9,,,Modern day,Town,Racing,,1993,,,81,1
1992-1,Dragsters,7.75,15,10,,,Modern day,Town,Racing,,1993,,,104,2
4537-1,Twin Tank Transporter,23,148,43,5,2,Modern day,Trains,9V,,1993,,,174,1
4547-1,Railroad Club Car,37.5,374,158,5,3,Modern day,Trains,9V,,1993,,,293,5
4549-1,Road 'N Rail Hauler,52,250,98,5,3,Modern day,Trains,9V,,1993,,,451,2
5521-1,Sea Jet,36.5,113,44,5,1,Model making,Model Team,,,1993,,,401,0
5581-1,Magic Flash,79,344,108,5,2,Model making,Model Team,,,1993,,,784,0
6020-1,Magic Shop,4.5,39,12,4.5,11,Historical,Castle,Dragon Knights,,1993,,,47,1
6043-1,Dragon Defender,12,45,18,4,11,Historical,Castle,Dragon Knights,,1993,,,157,2
6048-1,Majisto's Magical Workshop,26,89,37,4.4,9,Historical,Castle,Dragon Knights,,1993,,,185,2
6056-1,Dragon Wagon,20,91,27,4.3,6,Historical,Castle,Dragon Knights,,1993,,,105,2
6076-1,Dark Dragon's Den,43,170,62,4.4,11,Historical,Castle,Dragon Knights,,1993,,,214,4
6082-1,Fire Breathing Fortress,64,463,88,4.6,13,Historical,Castle,Dragon Knights,,1993,,,397,6
6105-1,Medieval Knights,6.75,45,22,3.4,7,Historical,Castle,Accessories,,1993,,,41,4
6237-1,Pirates Plunder,3,36,12,4,3,Historical,Pirates,,,1993,,,21,2
6252-1,Sea Mates,7.25,64,17,4,7,Historical,Pirates,Accessories,,1993,,,32,4
6266-1,Cannon Cove,17.5,105,31,4.6,5,Historical,Pirates,Imperial Guards,,1993,,,106,3
6268-1,Renegade Runner,39.75,300,84,4.3,15,Historical,Pirates,,,1993,,,178,4
6286-1,Skull's Eye Schooner,126.5,1281,352,4.8,22,Historical,Pirates,,,1993,,,912,9
6319-1,Trees and Fences,4.5,25,12,,,Modern day,Town,Accessories,,1993,,,37,0
6342-1,Beach Rescue Chopper,17.5,79,12,4.5,2,Modern day,Town,Coastguard,,1993,,,147,3
6344-1,Jet Speed Justice,21,58,16,4.6,5,Modern day,Town,Police,,1993,,,157,2
6345-1,Aerial Acrobats,34,84,32,4.7,7,Modern day,Town,Flight,,1993,,,351,6
6398-1,Central Precinct HQ,73,302,55,4.9,15,Modern day,Town,Police,,1993,,,615,5
6403-1,Paradise Playground,13.25,79,23,4,3,Modern day,Town,Paradisa,,1993,,,94,3
6409-1,Island Arcade,21,177,38,4,1,Modern day,Town,Paradisa,,1993,,,145,5
6513-1,Glade Runner,3.25,10,4,4,6,Modern day,Town,Boats,,1993,,,31,1
6536-1,Aero Hawk,4.5,27,4,3.2,5,Modern day,Town,Flight,,1993,,,48,1
6539-1,Victory Cup Racers,42,110,43,4.8,4,Modern day,Town,Racing,,1993,,,458,4
6552-1,Rocky River Retreat,29.75,123,38,4.6,9,Modern day,Town,Leisure,,1993,,,241,2
6595-1,Surf Shack,,34,17,4.3,3,Modern day,Town,Leisure,,1993,,,93,3
6663-1,Wave Rebel,7.25,56,7,4.3,4,Modern day,Town,Vehicles,,1993,,,79,1
6664-1,Chopper Cops,7.25,39,7,2.8,5,Modern day,Town,Police,,1993,,,67,2
6667-1,Pothole Patcher,9.25,62,12,4.5,2,Modern day,Town,Maintenance,,1993,,,97,1
6670-1,Rescue Rig,9.25,39,10,4,3,Modern day,Town,Vehicles,,1993,,,114,1
6813-1,Galactic Chief,3,56,7,3.1,8,Action/Adventure,Space,Space Police 2,,1993,,,24,1
6814-1,Ice Tunnelator,3,28,5,4,9,Action/Adventure,Space,Ice Planet 2002,,1993,,,25,1
6834-1,Celestial Sled,4,45,8,4.7,9,Action/Adventure,Space,Ice Planet 2002,,1993,,,55,1
6852-1,Sonar Security,6,56,11,4.4,5,Action/Adventure,Space,Space Police 2,,1993,,,61,1
6861-2,Super Model Building Instruction,,,59,2,1,Action/Adventure,Space,Blacktron 2,,1993,,,1,3
6879-1,Blizzard Baron,8,57,11,4.6,7,Action/Adventure,Space,Ice Planet 2002,,1993,,,82,1
6898-1,Ice-Sat V,15,84,24,4.8,8,Action/Adventure,Space,Ice Planet 2002,,1993,,,135,1
6973-1,Deep Freeze Defender,45,600,101,4.8,27,Action/Adventure,Space,Ice Planet 2002,,1993,,,417,3
6983-1,Ice Station Odyssey,60,312,92,4.8,11,Action/Adventure,Space,Ice Planet 2002,,1993,,,343,3
8022-1,Multi Model Starter Set,15.5,28,8,3.5,2,Technical,Technic,Universal,,1993,,,118,0
8042-1,Multi Model Pneumatic Set,38.5,97,34,4.3,3,Technical,Technic,Universal,,1993,,,230,0
8082-1,Multi Model Control Set,99,199,94,5,3,Technical,Technic,Universal,,1993,,,459,0
8714-1,The LEGO Technic Guys,9,82,19,4,3,Technical,Technic,Supplementary,,1993,,,9,3
8818-1,Dune Buggy,13.25,33,4,5,1,Technical,Technic,,,1993,,,120,0
8824-1,Hovercraft,25.5,20,34,3.7,3,Technical,Technic,,,1993,,,194,0
8857-1,Street Chopper,,89,36,5,2,Technical,Technic,,,1993,,,409,0
8872-1,Forklift Transporter,82,287,82,5,3,Technical,Technic,,,1993,,,763,0
1702-1,Fire Fighter 4 x 4,,,5,4,1,Modern day,Town,Fire,,1994,,,59,1
1704-1,(Unnamed),,,22,4.8,5,Action/Adventure,Space,Ice Planet 2002,,1994,,,47,1
1710-1,Snowmobile,2,13,4,3,1,Modern day,Town,Leisure,,1994,,,24,1
1711-1,Ice Planet Scooter,2,18,7,3.7,3,Action/Adventure,Space,Ice Planet 2002,,1994,,,19,1
1712-1,Crossbow Cart,2,33,10,4,2,Historical,Castle,Dragon Knights,,1994,,,23,1
1713-1,Shipwrecked Pirate,,15,6,4,4,Historical,Pirates,,,1994,,,23,1
1730-1,Snow Scooter,,6,4,4.3,3,Modern day,Town,Leisure,,1994,,,24,1
1731-1,Ice Planet Scooter,,10,7,4.5,2,Action/Adventure,Space,Ice Planet 2002,,1994,,,19,1
1732-1,Crossbow Cart,,36,11,4.7,3,Historical,Castle,Dragon Knights,,1994,,,23,1
1733-1,Shipwrecked Pirate,,11,3,3.1,8,Historical,Pirates,,,1994,,,23,1
1740-1,(Unnamed),,,,,,Modern day,Town,Leisure,,1994,,,16,1
1741-1,(Unnamed),,,2,,,Modern day,Town,Leisure,,1994,,,36,1
1742-1,(Unnamed),,,11,,,Modern day,Town,Leisure,,1994,,,81,1
1775-1,Aircraft,,182,69,5,1,Modern day,Town,Special,,1994,,,158,3
1790-1,Shark Fisherman,,,,4.3,3,Modern day,Town,Leisure,,1994,,,19,1
1791-1,Windsurfer & Van,,,16,4.5,2,Modern day,Town,Leisure,,1994,,,70,1
1792-1,Pleasure Cruiser,,,20,5,2,Modern day,Town,Leisure,,1994,,,66,1
1794-1,Dragon Master Chariot,,135,19,3.5,2,Historical,Castle,Dragon Knights,,1994,,,36,1
1795-1,Imperial Cannon,,,17,5,2,Historical,Pirates,Imperial Guards,,1994,,,36,1
1871-1,Pirates Cannon,,,8,4.3,3,Historical,Pirates,,,1994,,,16,1
1872-1,Soldiers Forge,,,16,5,2,Historical,Pirates,,,1994,,,28,2
1873-1,Pirates Treasure,,,21,4.3,3,Historical,Pirates,,,1994,,,45,1
1906-1,Majisto's Tower,20,140,77,4.3,6,Historical,Castle,Dragon Knights,,1994,,,195,3
4525-1,Road and Rail Repair,10,54,19,4.4,5,Modern day,Trains,9V,,1994,,,84,1
4544-1,Car Transport Wagon with Car,18.75,121,37,5,2,Modern day,Trains,9V,,1994,,,143,1
4564-1,Freight Rail Runner,134,715,203,5,4,Modern day,Trains,9V,,1994,,,587,3
5591-1,Mach II Red Bird Rig,110,494,137,5,1,Model making,Model Team,,,1994,,,1172,0
5860-1,Love 'N' Lullabies,25,50,28,2.5,2,Girls,Belville,,,1994,,,52,2
5870-1,Pretty Playland,42,50,37,,,Girls,Belville,,,1994,,,92,2
5880-1,Prize Pony Stables,54,96,40,,,Girls,Belville,,,1994,,,119,2
5890-1,Pretty Wishes Playhouse,99,194,80,4,1,Girls,Belville,,,1994,,,213,4
6236-1,King Kahuka,4,25,9,3.5,10,Historical,Pirates,Islanders,,1994,,,45,1
6246-1,Crocodile Cage,7.25,45,13,4.6,11,Historical,Pirates,Islanders,,1994,,,59,2
6256-1,Islander Catamaran,12,59,20,4.6,10,Historical,Pirates,Islanders,,1994,,,63,2
6262-1,King Kahuka's Throne,21,156,36,4.6,7,Historical,Pirates,Islanders,,1994,,,146,5
6264-1,Forbidden Cove,29.75,140,53,4.4,7,Historical,Pirates,Islanders,,1994,,,214,4
6278-1,Enchanted Island,66,259,130,4.7,18,Historical,Pirates,Islanders,,1994,,,428,7
6340-1,Hook & Ladder,20,76,18,4.5,4,Modern day,Town,Fire,,1994,,,177,2
6341-1,Gas N' Go Flyer,13.25,39,11,3.7,3,Modern day,Town,Flight,,1994,,,106,2
6348-1,Surveillance Squad,33,130,25,4.6,8,Modern day,Town,Police,,1994,,,311,3
6350-1,Pizza To Go,15,170,25,5,18,Modern day,Town,Shops and Services,,1994,,,152,3
6402-1,Sidewalk Café,7.25,34,19,4.3,3,Modern day,Town,Paradisa,,1994,,,47,2
6410-1,Cabana Beach,25.5,115,36,4.3,3,Modern day,Town,Paradisa,,1994,,,152,4
6483-1,Coastal Patrol,48,114,20,4,3,Modern day,Town,Police,,1994,,,243,3
6514-1,Trail Ranger,3.25,30,3,4,6,Modern day,Town,Vehicles,,1994,,,36,1
6515-1,Stunt Copter,3.25,8,4,3.8,4,Modern day,Town,Flight,,1994,,,35,1
6537-1,Hydro Racer,4.5,17,4,3.5,4,Modern day,Town,Boats,,1994,,,50,1
6538-1,Rebel Roadster,4.5,36,5,4.6,8,Modern day,Town,Vehicles,,1994,,,57,1
6543-1,Sail N' Fly Marina,85,257,105,4.8,4,Modern day,Town,Boats,,1994,,,709,7
6561-1,Hot Rod Club,26.5,90,36,4.5,6,Modern day,Town,Vehicles,,1994,,,237,3
6571-1,Flame Fighters,55,170,49,5,2,Modern day,Town,Fire,,1994,,,428,4
6597-1,Century Skyway,109,377,165,4.9,14,Modern day,Town,Flight,,1994,,,894,12
6665-1,River Runners,7.25,28,7,4.4,5,Modern day,Town,Leisure,,1994,,,77,3
6666-1,Ambulance,9.25,42,12,4.5,4,Modern day,Town,Medical,,1994,,,79,2
6705-1,Space Explorers,6,45,17,4.3,4,Action/Adventure,Space,Miscellaneous,,1994,,,39,5
6835-1,Saucer Scout,4,35,6,4.2,9,Action/Adventure,Space,Spyrius,,1994,,,47,1
6889-1,Recon Robot,12,86,15,4.8,8,Action/Adventure,Space,Spyrius,,1994,,,135,1
6939-1,Saucer Centurion,27,166,32,4.4,11,Action/Adventure,Space,Spyrius,,1994,,,222,2
6949-1,Robo-Guardian,36,119,37,5,6,Action/Adventure,Space,Spyrius,,1994,,,369,3
6959-1,Lunar Launch Site,36,129,59,3.9,8,Action/Adventure,Space,Spyrius,,1994,,,287,3
6991-1,Monorail Transport Base,178,1132,362,4.5,11,Action/Adventure,Space,Unitron,,1994,,,573,4
8032-1,Multi Functional Starter Set,26.5,28,13,3,1,Technical,Technic,Universal,,1994,,,215,0
8062-1,Briefcase Set,68,100,43,4,1,Technical,Technic,Universal,,1994,,,403,0
8808-1,F1 Racer ,8.75,40,5,4.5,2,Technical,Technic,,,1994,,,94,0
8812-1,Helicopter,,30,9,3.5,2,Technical,Technic,,,1994,,,147,0
8816-1,Off-Roader,,35,11,4,1,Technical,Technic,,,1994,,,184,0
8829-1,Dune Blaster,,67,16,4,1,Technical,Technic,,,1994,,,278,0
8858-1,Rebel Wrecker,69,208,57,5,3,Technical,Technic,,,1994,,,461,0
8880-1,Super Car,130,497,151,4.6,24,Technical,Technic,,,1994,,,1343,0
1270-3,Trial Size Bag (Coloraction promotion),,,,,,Model making,Creator,,,1995,,,15,0
1714-1,Surveillance Scooter,1.99,20,10,4,1,Action/Adventure,Space,Spyrius,,1995,,,22,1
1736-1,Wizard's Cart,,24,9,3.6,5,Historical,Castle,Dragon Knights,,1995,,,17,1
1746-1,Wiz the Wizard,2.5,33,10,3.3,3,Historical,Castle,Dragon Knights,,1995,,,17,1
1760-1,Go-Kart,,6,1,1,1,Modern day,Town,Racing,,1995,,,21,1
1761-1,Paradisa Speedboat,,10,4,3.3,3,Modern day,Town,Paradisa,,1995,,,21,1
1762-1,Hot Wheels,,0,1,1.5,2,Modern day,Town,Racing,,1995,,,21,1
1785-1,Crater Critters,10,,14,2.3,3,Action/Adventure,Space,Miscellaneous,,1995,,,143,0
1786-1,Jailbreak Joe,,,18,4.5,2,Modern day,Town,Police,,1995,,,186,4
1787-1,Crater Cruiser,18,94,43,3.6,7,Action/Adventure,Space,Unitron,,1995,,,183,2
1788-1,Treasure Chest,22,200,68,5,2,Historical,Pirates,,,1995,,,159,4
1789-1,Star Hawk II,27,286,57,4.3,7,Action/Adventure,Space,Unitron,,1995,,,292,2
1793-1,Space Station Zenon,,,134,3.4,8,Action/Adventure,Space,Unitron,,1995,,,346,3
1807-1,Santa Claus and Sleigh,2,10,8,4.8,5,Modern day,Town,Seasonal,,1995,,,17,1
1822-1,Sea Claw 7,20,85,32,4.5,4,Action/Adventure,Aquazone,Aquanauts,,1995,,,192,2
1831-1,Maersk Line Container Lorry,,357,140,5,1,Modern day,Town,Special,,1995,,,211,1
1954-1,Surveillance Scooter,,31,5,4.5,2,Action/Adventure,Space,Spyrius,,1995,,,23,1
4552-1,Cargo Crane,38.5,230,70,5,4,Modern day,Trains,9V,,1995,,,282,2
4555-1,Cargo Station,66,336,126,4.5,4,Modern day,Trains,9V,,1995,,,389,3
5541-1,Blue Fury,39.5,110,51,5,3,Model making,Model Team,,,1995,,,421,0
5810-1,Vanity Fun,5.5,13,5,,,Girls,Belville,,,1995,,,23,1
5830-1,Fun-Day Sundaes,11,24,15,,,Girls,Belville,,,1995,,,29,2
5840-1,Garden Playmates,19.75,31,17,,,Girls,Belville,,,1995,,,87,1
6008-1,Royal King,3,45,7,3.6,7,Historical,Castle,Royal Knights,,1995,,,10,1
6036-1,Skeleton Surprise,8,51,13,4.3,10,Historical,Castle,Royal Knights,,1995,,,74,2
6044-1,King's Carriage,16.5,91,35,3.6,5,Historical,Castle,Royal Knights,,1995,,,124,4
6078-1,Royal Drawbridge,30,213,63,3.7,6,Historical,Castle,Royal Knights,,1995,,,258,5
6090-1,Royal Knight's Castle,95,960,200,4.7,26,Historical,Castle,Royal Knights,,1995,,,764,11
6115-1,Shark Scout,3.5,22,3,3.7,10,Action/Adventure,Aquazone,Aquasharks,,1995,,,28,1
6125-1,Sea Sprint 9,4,30,4,4.1,11,Action/Adventure,Aquazone,Aquanauts,,1995,,,32,1
6155-1,Deep Sea Predator,22,126,17,4.3,9,Action/Adventure,Aquazone,Aquasharks,,1995,,,103,1
6175-1,Crystal Explorer Sub,33,165,25,4.6,11,Action/Adventure,Aquazone,Aquanauts,,1995,,,167,2
6195-1,Neptune Discovery Lab,89,328,102,4.9,20,Action/Adventure,Aquazone,Aquanauts,,1995,,,508,4
6254-1,Rocky Reef,15,109,27,4.3,7,Historical,Pirates,,,1995,,,103,3
6263-1,Imperial Outpost,27.5,182,63,4.6,9,Historical,Pirates,Imperial Guards,,1995,,,216,4
6279-1,Skull Island,53,300,86,4.8,8,Historical,Pirates,,,1995,,,378,6
6336-1,Launch Response Unit,16.5,55,14,4.3,4,Modern day,Town,Launch Command,,1995,,,185,2
6338-1,Hurricane Harbour,49.5,172,73,4.7,3,Modern day,Town,Coastguard,,1995,,,364,3
6339-1,Shuttle Launch Pad,66,287,94,5,14,Modern day,Town,Launch Command,,1995,,,564,4
6414-1,Dolphin Point,33,212,66,4.5,2,Modern day,Town,Paradisa,,1995,,,207,4
6484-1,F1 Hauler,49.5,277,58,5,2,Modern day,Town,Rescue,,1995,,,269,3
6516-1,Moon Walker,3,16,3,3.5,8,Modern day,Town,Launch Command,,1995,,,34,1
6525-1,Blaze Commander,4.5,13,4,3.7,3,Modern day,Town,Fire,,1995,,,50,1
6535-1,Dumper,4.5,19,5,4,2,Modern day,Town,Construction,,1995,,,42,1
6544-1,Shuttle Transcon 2,38.5,214,55,4.8,6,Modern day,Town,Launch Command,,1995,,,342,3
6562-1,Gas Stop Shop,24.5,52,25,4.6,5,Modern day,Town,Shops and Services,,1995,,,221,3
6596-1,Wave Master,12,32,12,4.6,5,Modern day,Town,Boats,,1995,,,134,1
6614-1,Launch Evac 1,9.25,33,8,4.3,8,Modern day,Town,Launch Command,,1995,,,122,1
6639-1,Raven Racer,7.25,17,5,3.7,3,Modern day,Town,Racing,,1995,,,66,1
6649-1,Street Sweeper,6.75,37,8,4.8,4,Modern day,Town,Maintenance,,1995,,,63,1
8210-1,Nitro GTX bike,20,30,5,4,1,Technical,Technic,,,1995,,,86,0
8225-1,Road Rally V,,9,11,5,2,Technical,Technic,,,1995,,,96,1
8235-1,Front End Loader,30,36,24,3.5,2,Technical,Technic,,,1995,,,165,1
8280-1,Fire Engine,55,77,36,4.7,3,Technical,Technic,,,1995,,,424,2
8412-1,Nighthawk,29.75,70,38,4.5,2,Technical,Technic,,,1995,,,286,0
8422-1,Circuit Shock Racer,33,72,33,4,1,Technical,Technic,,,1995,,,315,0
8440-1,Formula Flash,54,100,28,3,1,Technical,Technic,,,1995,,,414,0
8460-1,Pneumatic Crane Truck,99,245,96,5,6,Technical,Technic,,,1995,,,850,0
8485-1,Control Centre II,219,499,161,5,3,Technical,Technic,,,1995,,,1079,0
1728-1,Crystal Crawler,10,45,25,4.3,6,Action/Adventure,Aquazone,Aquanauts,,1996,,,97,1
1737-1,Scorpion Detector,20,155,20,5,3,Action/Adventure,Space,Exploriens,,1996,,,196,2
1747-1,Treasure Surprise,2,13,6,4.8,5,Historical,Pirates,,,1996,,,22,1
1749-1,Paravane,2,5,4,4,4,Action/Adventure,Aquazone,Aquanauts,,1996,,,16,1
1752-1,Boat with Armour,,17,5,5,2,Historical,Castle,Royal Knights,,1996,,,21,1
1802-1,Tidy Treasure,2,30,10,5,1,Historical,Pirates,,,1996,,,22,1
1804-1,Crossbow Boat,2,30,11,4.5,2,Historical,Castle,Royal Knights,,1996,,,21,1
1806-1,Underwater Scooter,,13,9,4.7,6,Action/Adventure,Aquazone,Aquanauts,,1996,,,16,1
1808-1,Light Aircraft and Ground Support,10,55,23,3,1,Modern day,Town,Special,,1996,,,122,2
1815-1,Paradisa Lifeguard,,36,25,4,1,Modern day,Town,Paradisa,,1996,,,36,2
1817-1,Sea Plane with Hut and Boat,15,34,15,4,2,Modern day,Town,Special,,1996,,,135,3
1818-1,Aircraft and Ground Support Equipment and Vehicle.,24,,88,5,1,Modern day,Town,Special,,1996,,,203,3
1821-1,Rally Racers,11,52,22,5,1,Modern day,Town,Racing,,1996,,,196,3
1843-1,(Unnamed),,80,26,4,1,Action/Adventure,Space,Spyrius,,1996,,,105,2
1843-2,(Unnamed),8,,,3.3,3,Historical,Castle,Royal Knights,,1996,,,48,0
1853-1,Hypno Cruiser,,60,17,3,2,Action/Adventure,Time Cruisers,,,1996,,,157,2
1854-1,House with Roof-Windows,23,74,56,4,2,Modern day,Town,Special,,1996,,,144,2
1858-1,Droid Scout,,37,13,4,2,Action/Adventure,Space,Exploriens,,1996,,,23,1
2140-1,Roadside Recovery Van and Tow Truck,,180,53,4,1,Modern day,Town,Special,,1996,,,255,3
2150-1,Train Station,73,484,307,3.8,5,Modern day,Trains,9V,,1996,,,599,8
4002-1,Riptide Racer,13,38,14,4.6,5,Modern day,Boats,,,1996,,,54,1
4012-1,Wave Cops,20,75,14,4.8,4,Modern day,Boats,,,1996,,,99,2
4022-1,C26 Sea Cutter,30,178,29,5,4,Modern day,Boats,,,1996,,,193,3
4532-1,Manual Level Crossing,24,147,46,3.8,5,Modern day,Trains,9V,,1996,,,135,1
4559-1,Cargo Railway,130,504,161,4.6,9,Modern day,Trains,9V,,1996,,,842,7
4565-1,Freight and Crane Railway,140,224,170,4.9,7,Modern day,Trains,9V,,1996,,,914,3
5571-1,Giant Truck,139,1098,412,4.9,8,Model making,Model Team,,,1996,,,1757,0
5820-1,Belville Garden Fun,,19,10,,,Girls,Belville,,,1996,,,29,1
5835-1,Belville Dance Studio,,15,19,,,Girls,Belville,,,1996,,,36,1
5875-1,Belville Hospital Ward,,,67,,,Girls,Belville,,,1996,,,96,4
5876-1,Belville Hospital Ward,30,,41,,,Girls,Belville,,,1996,,,96,4
5895-1,Villa Belville,,,81,5,1,Girls,Belville,,,1996,,,312,4
6024-1,Bandit Ambush,6.5,66,29,4.3,11,Historical,Castle,Dark Forest,,1996,,,59,2
6046-1,Hemlock Stronghold,24,400,62,3.4,5,Historical,Castle,Dark Forest,,1996,,,216,5
6079-1,Dark Forest Fortress,50,435,360,4.4,5,Historical,Castle,Dark Forest,,1996,,,464,7
6104-1,Aquacessories,7.25,28,17,3.8,5,Action/Adventure,Aquazone,Accessories,,1996,,,20,2
6135-1,Spy Shark,8.75,23,9,3.7,11,Action/Adventure,Aquazone,Aquasharks,,1996,,,57,1
6145-1,Crystal Crawler,12,33,13,4.3,3,Action/Adventure,Aquazone,Aquanauts,,1996,,,96,1
6190-1,Shark's Crystal Cave,50,164,77,5,7,Action/Adventure,Aquazone,Aquasharks,,1996,,,258,2
6232-1,Skeleton Crew,3,27,7,4.2,10,Historical,Pirates,Imperial Armada,,1996,,,28,2
6244-1,Armada Sentry,8.75,55,25,4,9,Historical,Pirates,Imperial Armada,,1996,,,71,1
6248-1,Volcano Island,12,99,28,4,6,Historical,Pirates,,,1996,,,119,2
6280-1,Armada Flagship,50,286,109,4.2,11,Historical,Pirates,Imperial Armada,,1996,,,284,3
6289-1,Red Beard Runner,99,606,159,4,8,Historical,Pirates,,,1996,,,703,7
6296-1,Shipwreck Island,29.75,125,50,4.2,5,Historical,Pirates,,,1996,,,216,4
6318-1,"Flowers, Trees and Fences",4.5,22,10,4,2,Modern day,Town,Accessories,,1996,,,49,0
